Reading Inverted Index
Reading Queries and Computing Scores
4 Q0 790 1306 0.5211852067819616 Corpora
4 Q0 783 1307 0.5211852067819616 Corpora
4 Q0 774 1308 0.5211852067819616 Corpora
4 Q0 1125 1309 0.5211852067819616 Corpora
4 Q0 2007 1310 0.5211852067819616 Corpora
4 Q0 227 1311 0.5211852067819616 Corpora
4 Q0 686 1312 0.5211852067819616 Corpora
4 Q0 663 1313 0.5211852067819616 Corpora
4 Q0 1074 1314 0.5211852067819616 Corpora
4 Q0 2014 1315 0.5181320124619445 Corpora
4 Q0 2045 1316 0.5181320124619445 Corpora
4 Q0 2038 1317 0.5181320124619445 Corpora
4 Q0 1726 1318 0.5179095812602409 Corpora
4 Q0 933 1319 0.5164674955381476 Corpora
4 Q0 542 1320 0.5164674955381476 Corpora
4 Q0 923 1321 0.5164674955381476 Corpora
4 Q0 922 1322 0.5164674955381476 Corpora
4 Q0 513 1323 0.5164674955381476 Corpora
4 Q0 514 1324 0.5164674955381476 Corpora
4 Q0 1449 1325 0.5164674955381476 Corpora
4 Q0 521 1326 0.5164674955381476 Corpora
4 Q0 523 1327 0.5164674955381476 Corpora
4 Q0 577 1328 0.5164674955381476 Corpora
4 Q0 969 1329 0.5164674955381476 Corpora
4 Q0 569 1330 0.5164674955381476 Corpora
4 Q0 562 1331 0.5164674955381476 Corpora
4 Q0 563 1332 0.5164674955381476 Corpora
4 Q0 564 1333 0.5164674955381476 Corpora
4 Q0 995 1334 0.5164674955381476 Corpora
4 Q0 506 1335 0.5164674955381476 Corpora
4 Q0 504 1336 0.5164674955381476 Corpora
4 Q0 509 1337 0.5164674955381476 Corpora
4 Q0 508 1338 0.5164674955381476 Corpora
4 Q0 501 1339 0.5164674955381476 Corpora
4 Q0 500 1340 0.5164674955381476 Corpora
4 Q0 2511 1341 0.5164674955381476 Corpora
4 Q0 805 1342 0.5164674955381476 Corpora
4 Q0 803 1343 0.5164674955381476 Corpora
4 Q0 418 1344 0.5164674955381476 Corpora
4 Q0 811 1345 0.5164674955381476 Corpora
4 Q0 812 1346 0.5164674955381476 Corpora
4 Q0 809 1347 0.5164674955381476 Corpora
4 Q0 420 1348 0.5164674955381476 Corpora
4 Q0 422 1349 0.5164674955381476 Corpora
4 Q0 445 1350 0.5164674955381476 Corpora
4 Q0 132 1351 0.5164674955381476 Corpora
4 Q0 456 1352 0.5164674955381476 Corpora
4 Q0 460 1353 0.5164674955381476 Corpora
4 Q0 465 1354 0.5164674955381476 Corpora
4 Q0 2237 1355 0.5164674955381476 Corpora
4 Q0 898 1356 0.5164674955381476 Corpora
4 Q0 471 1357 0.5164674955381476 Corpora
4 Q0 1240 1358 0.5164674955381476 Corpora
4 Q0 1227 1359 0.5164674955381476 Corpora
4 Q0 902 1360 0.5164674955381476 Corpora
4 Q0 746 1361 0.5164674955381476 Corpora
4 Q0 745 1362 0.5164674955381476 Corpora
4 Q0 740 1363 0.5164674955381476 Corpora
4 Q0 341 1364 0.5164674955381476 Corpora
4 Q0 739 1365 0.5164674955381476 Corpora
4 Q0 340 1366 0.5164674955381476 Corpora
4 Q0 328 1367 0.5164674955381476 Corpora
4 Q0 326 1368 0.5164674955381476 Corpora
4 Q0 703 1369 0.5164674955381476 Corpora
4 Q0 707 1370 0.5164674955381476 Corpora
4 Q0 302 1371 0.5164674955381476 Corpora
4 Q0 781 1372 0.5164674955381476 Corpora
4 Q0 782 1373 0.5164674955381476 Corpora
4 Q0 784 1374 0.5164674955381476 Corpora
4 Q0 787 1375 0.5164674955381476 Corpora
4 Q0 789 1376 0.5164674955381476 Corpora
4 Q0 773 1377 0.5164674955381476 Corpora
4 Q0 1660 1378 0.5164674955381476 Corpora
4 Q0 1193 1379 0.5164674955381476 Corpora
4 Q0 1124 1380 0.5164674955381476 Corpora
4 Q0 1123 1381 0.5164674955381476 Corpora
4 Q0 1127 1382 0.5164674955381476 Corpora
4 Q0 385 1383 0.5164674955381476 Corpora
4 Q0 375 1384 0.5164674955381476 Corpora
4 Q0 374 1385 0.5164674955381476 Corpora
4 Q0 377 1386 0.5164674955381476 Corpora
4 Q0 376 1387 0.5164674955381476 Corpora
4 Q0 356 1388 0.5164674955381476 Corpora
4 Q0 359 1389 0.5164674955381476 Corpora
4 Q0 609 1390 0.5164674955381476 Corpora
4 Q0 212 1391 0.5164674955381476 Corpora
4 Q0 620 1392 0.5164674955381476 Corpora
4 Q0 228 1393 0.5164674955381476 Corpora
4 Q0 610 1394 0.5164674955381476 Corpora
4 Q0 613 1395 0.5164674955381476 Corpora
4 Q0 648 1396 0.5164674955381476 Corpora
4 Q0 664 1397 0.5164674955381476 Corpora
4 Q0 1094 1398 0.5164674955381476 Corpora
4 Q0 1075 1399 0.5164674955381476 Corpora
4 Q0 1076 1400 0.5164674955381476 Corpora
4 Q0 1061 1401 0.5164674955381476 Corpora
4 Q0 2590 1402 0.5164674955381476 Corpora
4 Q0 1060 1403 0.5164674955381476 Corpora
4 Q0 1056 1404 0.5164674955381476 Corpora
4 Q0 1952 1405 0.5164674955381476 Corpora
4 Q0 255 1406 0.5164674955381476 Corpora
4 Q0 1285 1407 0.5139014711418157 Corpora
4 Q0 1577 1408 0.5139014711418157 Corpora
4 Q0 1529 1409 0.5138082872730177 Corpora
4 Q0 284 1410 0.51283126237921 Corpora
4 Q0 934 1411 0.5118344265300664 Corpora
4 Q0 939 1412 0.5118344265300664 Corpora
4 Q0 512 1413 0.5118344265300664 Corpora
4 Q0 516 1414 0.5118344265300664 Corpora
4 Q0 520 1415 0.5118344265300664 Corpora
4 Q0 576 1416 0.5118344265300664 Corpora
4 Q0 976 1417 0.5118344265300664 Corpora
4 Q0 978 1418 0.5118344265300664 Corpora
4 Q0 970 1419 0.5118344265300664 Corpora
4 Q0 587 1420 0.5118344265300664 Corpora
4 Q0 588 1421 0.5118344265300664 Corpora
4 Q0 555 1422 0.5118344265300664 Corpora
4 Q0 566 1423 0.5118344265300664 Corpora
4 Q0 994 1424 0.5118344265300664 Corpora
4 Q0 505 1425 0.5118344265300664 Corpora
4 Q0 502 1426 0.5118344265300664 Corpora
4 Q0 1375 1427 0.5118344265300664 Corpora
4 Q0 1342 1428 0.5118344265300664 Corpora
4 Q0 1343 1429 0.5118344265300664 Corpora
4 Q0 1356 1430 0.5118344265300664 Corpora
4 Q0 1357 1431 0.5118344265300664 Corpora
4 Q0 1318 1432 0.5118344265300664 Corpora
4 Q0 159 1433 0.5118344265300664 Corpora
4 Q0 151 1434 0.5118344265300664 Corpora
4 Q0 1322 1435 0.5118344265300664 Corpora
4 Q0 178 1436 0.5118344265300664 Corpora
4 Q0 172 1437 0.5118344265300664 Corpora
4 Q0 1300 1438 0.5118344265300664 Corpora
4 Q0 810 1439 0.5118344265300664 Corpora
4 Q0 428 1440 0.5118344265300664 Corpora
4 Q0 808 1441 0.5118344265300664 Corpora
4 Q0 423 1442 0.5118344265300664 Corpora
4 Q0 424 1443 0.5118344265300664 Corpora
4 Q0 431 1444 0.5118344265300664 Corpora
4 Q0 430 1445 0.5118344265300664 Corpora
4 Q0 125 1446 0.5118344265300664 Corpora
4 Q0 128 1447 0.5118344265300664 Corpora
4 Q0 448 1448 0.5118344265300664 Corpora
4 Q0 449 1449 0.5118344265300664 Corpora
4 Q0 139 1450 0.5118344265300664 Corpora
4 Q0 459 1451 0.5118344265300664 Corpora
4 Q0 466 1452 0.5118344265300664 Corpora
4 Q0 469 1453 0.5118344265300664 Corpora
4 Q0 882 1454 0.5118344265300664 Corpora
4 Q0 873 1455 0.5118344265300664 Corpora
4 Q0 874 1456 0.5118344265300664 Corpora
4 Q0 871 1457 0.5118344265300664 Corpora
4 Q0 899 1458 0.5118344265300664 Corpora
4 Q0 29 1459 0.5118344265300664 Corpora
4 Q0 1296 1460 0.5118344265300664 Corpora
4 Q0 1297 1461 0.5118344265300664 Corpora
4 Q0 486 1462 0.5118344265300664 Corpora
4 Q0 484 1463 0.5118344265300664 Corpora
4 Q0 1283 1464 0.5118344265300664 Corpora
4 Q0 472 1465 0.5118344265300664 Corpora
4 Q0 2792 1466 0.5118344265300664 Corpora
4 Q0 499 1467 0.5118344265300664 Corpora
4 Q0 498 1468 0.5118344265300664 Corpora
4 Q0 1239 1469 0.5118344265300664 Corpora
4 Q0 1228 1470 0.5118344265300664 Corpora
4 Q0 900 1471 0.5118344265300664 Corpora
4 Q0 338 1472 0.5118344265300664 Corpora
4 Q0 744 1473 0.5118344265300664 Corpora
4 Q0 738 1474 0.5118344265300664 Corpora
4 Q0 324 1475 0.5118344265300664 Corpora
4 Q0 713 1476 0.5118344265300664 Corpora
4 Q0 712 1477 0.5118344265300664 Corpora
4 Q0 710 1478 0.5118344265300664 Corpora
4 Q0 700 1479 0.5118344265300664 Corpora
4 Q0 701 1480 0.5118344265300664 Corpora
4 Q0 702 1481 0.5118344265300664 Corpora
4 Q0 308 1482 0.5118344265300664 Corpora
4 Q0 307 1483 0.5118344265300664 Corpora
4 Q0 309 1484 0.5118344265300664 Corpora
4 Q0 1600 1485 0.5118344265300664 Corpora
4 Q0 1203 1486 0.5118344265300664 Corpora
4 Q0 2774 1487 0.5118344265300664 Corpora
4 Q0 1177 1488 0.5118344265300664 Corpora
4 Q0 384 1489 0.5118344265300664 Corpora
4 Q0 389 1490 0.5118344265300664 Corpora
4 Q0 387 1491 0.5118344265300664 Corpora
4 Q0 386 1492 0.5118344265300664 Corpora
4 Q0 370 1493 0.5118344265300664 Corpora
4 Q0 372 1494 0.5118344265300664 Corpora
4 Q0 1175 1495 0.5118344265300664 Corpora
4 Q0 611 1496 0.5118344265300664 Corpora
4 Q0 687 1497 0.5118344265300664 Corpora
4 Q0 1522 1498 0.5118344265300664 Corpora
4 Q0 1513 1499 0.5118344265300664 Corpora
4 Q0 649 1500 0.5118344265300664 Corpora
4 Q0 662 1501 0.5118344265300664 Corpora
4 Q0 665 1502 0.5118344265300664 Corpora
4 Q0 667 1503 0.5118344265300664 Corpora
4 Q0 1481 1504 0.5118344265300664 Corpora
4 Q0 1452 1505 0.5118344265300664 Corpora
4 Q0 1077 1506 0.5118344265300664 Corpora
4 Q0 1059 1507 0.5118344265300664 Corpora
4 Q0 2563 1508 0.5118344265300664 Corpora
4 Q0 2562 1509 0.5118344265300664 Corpora
4 Q0 1004 1510 0.5118344265300664 Corpora
4 Q0 290 1511 0.5118344265300664 Corpora
4 Q0 1054 1512 0.5118344265300664 Corpora
4 Q0 1041 1513 0.5118344265300664 Corpora
4 Q0 1018 1514 0.5118344265300664 Corpora
4 Q0 1586 1515 0.5117324611226074 Corpora
4 Q0 2505 1516 0.5097394549475089 Corpora
4 Q0 541 1517 0.5072837421129607 Corpora
4 Q0 543 1518 0.5072837421129607 Corpora
4 Q0 921 1519 0.5072837421129607 Corpora
4 Q0 2100 1520 0.5072837421129607 Corpora
4 Q0 580 1521 0.5072837421129607 Corpora
4 Q0 552 1522 0.5072837421129607 Corpora
4 Q0 992 1523 0.5072837421129607 Corpora
4 Q0 993 1524 0.5072837421129607 Corpora
4 Q0 507 1525 0.5072837421129607 Corpora
4 Q0 2461 1526 0.5072837421129607 Corpora
4 Q0 1376 1527 0.5072837421129607 Corpora
4 Q0 1377 1528 0.5072837421129607 Corpora
4 Q0 1355 1529 0.5072837421129607 Corpora
4 Q0 807 1530 0.5072837421129607 Corpora
4 Q0 1317 1531 0.5072837421129607 Corpora
4 Q0 158 1532 0.5072837421129607 Corpora
4 Q0 152 1533 0.5072837421129607 Corpora
4 Q0 1321 1534 0.5072837421129607 Corpora
4 Q0 1320 1535 0.5072837421129607 Corpora
4 Q0 160 1536 0.5072837421129607 Corpora
4 Q0 419 1537 0.5072837421129607 Corpora
4 Q0 814 1538 0.5072837421129607 Corpora
4 Q0 425 1539 0.5072837421129607 Corpora
4 Q0 832 1540 0.5072837421129607 Corpora
4 Q0 838 1541 0.5072837421129607 Corpora
4 Q0 837 1542 0.5072837421129607 Corpora
4 Q0 446 1543 0.5072837421129607 Corpora
4 Q0 869 1544 0.5072837421129607 Corpora
4 Q0 453 1545 0.5072837421129607 Corpora
4 Q0 455 1546 0.5072837421129607 Corpora
4 Q0 468 1547 0.5072837421129607 Corpora
4 Q0 140 1548 0.5072837421129607 Corpora
4 Q0 885 1549 0.5072837421129607 Corpora
4 Q0 886 1550 0.5072837421129607 Corpora
4 Q0 876 1551 0.5072837421129607 Corpora
4 Q0 470 1552 0.5072837421129607 Corpora
4 Q0 2793 1553 0.5072837421129607 Corpora
4 Q0 1241 1554 0.5072837421129607 Corpora
4 Q0 1221 1555 0.5072837421129607 Corpora
4 Q0 1229 1556 0.5072837421129607 Corpora
4 Q0 1220 1557 0.5072837421129607 Corpora
4 Q0 904 1558 0.5072837421129607 Corpora
4 Q0 903 1559 0.5072837421129607 Corpora
4 Q0 905 1560 0.5072837421129607 Corpora
4 Q0 901 1561 0.5072837421129607 Corpora
4 Q0 742 1562 0.5072837421129607 Corpora
4 Q0 741 1563 0.5072837421129607 Corpora
4 Q0 737 1564 0.5072837421129607 Corpora
4 Q0 732 1565 0.5072837421129607 Corpora
4 Q0 311 1566 0.5072837421129607 Corpora
4 Q0 715 1567 0.5072837421129607 Corpora
4 Q0 706 1568 0.5072837421129607 Corpora
4 Q0 1202 1569 0.5072837421129607 Corpora
4 Q0 1648 1570 0.5072837421129607 Corpora
4 Q0 1639 1571 0.5072837421129607 Corpora
4 Q0 766 1572 0.5072837421129607 Corpora
4 Q0 769 1573 0.5072837421129607 Corpora
4 Q0 1191 1574 0.5072837421129607 Corpora
4 Q0 1128 1575 0.5072837421129607 Corpora
4 Q0 1129 1576 0.5072837421129607 Corpora
4 Q0 360 1577 0.5072837421129607 Corpora
4 Q0 1174 1578 0.5072837421129607 Corpora
4 Q0 1156 1579 0.5072837421129607 Corpora
4 Q0 352 1580 0.5072837421129607 Corpora
4 Q0 623 1581 0.5072837421129607 Corpora
4 Q0 621 1582 0.5072837421129607 Corpora
4 Q0 624 1583 0.5072837421129607 Corpora
4 Q0 614 1584 0.5072837421129607 Corpora
4 Q0 685 1585 0.5072837421129607 Corpora
4 Q0 2640 1586 0.5072837421129607 Corpora
4 Q0 1500 1587 0.5072837421129607 Corpora
4 Q0 645 1588 0.5072837421129607 Corpora
4 Q0 639 1589 0.5072837421129607 Corpora
4 Q0 2612 1590 0.5072837421129607 Corpora
4 Q0 1556 1591 0.5072837421129607 Corpora
4 Q0 2026 1592 0.5072837421129607 Corpora
4 Q0 1090 1593 0.5072837421129607 Corpora
4 Q0 1093 1594 0.5072837421129607 Corpora
4 Q0 1092 1595 0.5072837421129607 Corpora
4 Q0 1080 1596 0.5072837421129607 Corpora
4 Q0 1492 1597 0.5072837421129607 Corpora
4 Q0 1057 1598 0.5072837421129607 Corpora
4 Q0 289 1599 0.5072837421129607 Corpora
4 Q0 244 1600 0.5072837421129607 Corpora
4 Q0 247 1601 0.5072837421129607 Corpora
4 Q0 260 1602 0.5072837421129607 Corpora
4 Q0 258 1603 0.5072837421129607 Corpora
4 Q0 257 1604 0.5072837421129607 Corpora
4 Q0 1171 1605 0.5068811047263755 Corpora
4 Q0 2344 1606 0.5041443113052566 Corpora
4 Q0 936 1607 0.5028132642247617 Corpora
4 Q0 544 1608 0.5028132642247617 Corpora
4 Q0 547 1609 0.5028132642247617 Corpora
4 Q0 519 1610 0.5028132642247617 Corpora
4 Q0 518 1611 0.5028132642247617 Corpora
4 Q0 522 1612 0.5028132642247617 Corpora
4 Q0 907 1613 0.5028132642247617 Corpora
4 Q0 570 1614 0.5028132642247617 Corpora
4 Q0 965 1615 0.5028132642247617 Corpora
4 Q0 554 1616 0.5028132642247617 Corpora
4 Q0 2441 1617 0.5028132642247617 Corpora
4 Q0 2460 1618 0.5028132642247617 Corpora
4 Q0 1370 1619 0.5028132642247617 Corpora
4 Q0 804 1620 0.5028132642247617 Corpora
4 Q0 815 1621 0.5028132642247617 Corpora
4 Q0 816 1622 0.5028132642247617 Corpora
4 Q0 426 1623 0.5028132642247617 Corpora
4 Q0 840 1624 0.5028132642247617 Corpora
4 Q0 444 1625 0.5028132642247617 Corpora
4 Q0 2238 1626 0.5028132642247617 Corpora
4 Q0 467 1627 0.5028132642247617 Corpora
4 Q0 883 1628 0.5028132642247617 Corpora
4 Q0 1242 1629 0.5028132642247617 Corpora
4 Q0 906 1630 0.5028132642247617 Corpora
4 Q0 1218 1631 0.5028132642247617 Corpora
4 Q0 344 1632 0.5028132642247617 Corpora
4 Q0 736 1633 0.5028132642247617 Corpora
4 Q0 708 1634 0.5028132642247617 Corpora
4 Q0 1607 1635 0.5028132642247617 Corpora
4 Q0 772 1636 0.5028132642247617 Corpora
4 Q0 770 1637 0.5028132642247617 Corpora
4 Q0 771 1638 0.5028132642247617 Corpora
4 Q0 777 1639 0.5028132642247617 Corpora
4 Q0 779 1640 0.5028132642247617 Corpora
4 Q0 1192 1641 0.5028132642247617 Corpora
4 Q0 1189 1642 0.5028132642247617 Corpora
4 Q0 1597 1643 0.5028132642247617 Corpora
4 Q0 1126 1644 0.5028132642247617 Corpora
4 Q0 373 1645 0.5028132642247617 Corpora
4 Q0 369 1646 0.5028132642247617 Corpora
4 Q0 2013 1647 0.5028132642247617 Corpora
4 Q0 622 1648 0.5028132642247617 Corpora
4 Q0 680 1649 0.5028132642247617 Corpora
4 Q0 2638 1650 0.5028132642247617 Corpora
4 Q0 2639 1651 0.5028132642247617 Corpora
4 Q0 1562 1652 0.5028132642247617 Corpora
4 Q0 668 1653 0.5028132642247617 Corpora
4 Q0 659 1654 0.5028132642247617 Corpora
4 Q0 1537 1655 0.5028132642247617 Corpora
4 Q0 1538 1656 0.5028132642247617 Corpora
4 Q0 1478 1657 0.5028132642247617 Corpora
4 Q0 1499 1658 0.5028132642247617 Corpora
4 Q0 1005 1659 0.5028132642247617 Corpora
4 Q0 299 1660 0.5028132642247617 Corpora
4 Q0 1040 1661 0.5028132642247617 Corpora
4 Q0 264 1662 0.5028132642247617 Corpora
4 Q0 1019 1663 0.5028132642247617 Corpora
4 Q0 1020 1664 0.5028132642247617 Corpora
4 Q0 1021 1665 0.5028132642247617 Corpora
4 Q0 259 1666 0.5028132642247617 Corpora
4 Q0 2606 1667 0.5024821846247103 Corpora
4 Q0 1495 1668 0.5015256627842414 Corpora
4 Q0 3095 1669 0.49882927371509517 Corpora
4 Q0 935 1670 0.49842089091007774 Corpora
4 Q0 511 1671 0.49842089091007774 Corpora
4 Q0 510 1672 0.49842089091007774 Corpora
4 Q0 517 1673 0.49842089091007774 Corpora
4 Q0 524 1674 0.49842089091007774 Corpora
4 Q0 1451 1675 0.49842089091007774 Corpora
4 Q0 967 1676 0.49842089091007774 Corpora
4 Q0 966 1677 0.49842089091007774 Corpora
4 Q0 567 1678 0.49842089091007774 Corpora
4 Q0 568 1679 0.49842089091007774 Corpora
4 Q0 2442 1680 0.49842089091007774 Corpora
4 Q0 1372 1681 0.49842089091007774 Corpora
4 Q0 801 1682 0.49842089091007774 Corpora
4 Q0 150 1683 0.49842089091007774 Corpora
4 Q0 421 1684 0.49842089091007774 Corpora
4 Q0 841 1685 0.49842089091007774 Corpora
4 Q0 432 1686 0.49842089091007774 Corpora
4 Q0 831 1687 0.49842089091007774 Corpora
4 Q0 839 1688 0.49842089091007774 Corpora
4 Q0 834 1689 0.49842089091007774 Corpora
4 Q0 129 1690 0.49842089091007774 Corpora
4 Q0 836 1691 0.49842089091007774 Corpora
4 Q0 458 1692 0.49842089091007774 Corpora
4 Q0 131 1693 0.49842089091007774 Corpora
4 Q0 130 1694 0.49842089091007774 Corpora
4 Q0 875 1695 0.49842089091007774 Corpora
4 Q0 870 1696 0.49842089091007774 Corpora
4 Q0 1789 1697 0.49842089091007774 Corpora
4 Q0 1268 1698 0.49842089091007774 Corpora
4 Q0 347 1699 0.49842089091007774 Corpora
4 Q0 301 1700 0.49842089091007774 Corpora
4 Q0 2760 1701 0.49842089091007774 Corpora
4 Q0 2761 1702 0.49842089091007774 Corpora
4 Q0 1582 1703 0.49842089091007774 Corpora
4 Q0 1178 1704 0.49842089091007774 Corpora
4 Q0 1176 1705 0.49842089091007774 Corpora
4 Q0 353 1706 0.49842089091007774 Corpora
4 Q0 355 1707 0.49842089091007774 Corpora
4 Q0 358 1708 0.49842089091007774 Corpora
4 Q0 608 1709 0.49842089091007774 Corpora
4 Q0 200 1710 0.49842089091007774 Corpora
4 Q0 201 1711 0.49842089091007774 Corpora
4 Q0 214 1712 0.49842089091007774 Corpora
4 Q0 625 1713 0.49842089091007774 Corpora
4 Q0 612 1714 0.49842089091007774 Corpora
4 Q0 1561 1715 0.49842089091007774 Corpora
4 Q0 1557 1716 0.49842089091007774 Corpora
4 Q0 666 1717 0.49842089091007774 Corpora
4 Q0 650 1718 0.49842089091007774 Corpora
4 Q0 1479 1719 0.49842089091007774 Corpora
4 Q0 1078 1720 0.49842089091007774 Corpora
4 Q0 1079 1721 0.49842089091007774 Corpora
4 Q0 1058 1722 0.49842089091007774 Corpora
4 Q0 2588 1723 0.49842089091007774 Corpora
4 Q0 270 1724 0.49842089091007774 Corpora
4 Q0 1022 1725 0.49842089091007774 Corpora
4 Q0 256 1726 0.49842089091007774 Corpora
4 Q0 1717 1727 0.49771727425356876 Corpora
4 Q0 1419 1728 0.4941045930247962 Corpora
4 Q0 932 1729 0.4941045930247962 Corpora
4 Q0 1437 1730 0.4941045930247962 Corpora
4 Q0 1436 1731 0.4941045930247962 Corpora
4 Q0 515 1732 0.4941045930247962 Corpora
4 Q0 1446 1733 0.4941045930247962 Corpora
4 Q0 571 1734 0.4941045930247962 Corpora
4 Q0 575 1735 0.4941045930247962 Corpora
4 Q0 572 1736 0.4941045930247962 Corpora
4 Q0 573 1737 0.4941045930247962 Corpora
4 Q0 578 1738 0.4941045930247962 Corpora
4 Q0 979 1739 0.4941045930247962 Corpora
4 Q0 584 1740 0.4941045930247962 Corpora
4 Q0 589 1741 0.4941045930247962 Corpora
4 Q0 1405 1742 0.4941045930247962 Corpora
4 Q0 991 1743 0.4941045930247962 Corpora
4 Q0 1865 1744 0.4941045930247962 Corpora
4 Q0 2463 1745 0.4941045930247962 Corpora
4 Q0 2462 1746 0.4941045930247962 Corpora
4 Q0 590 1747 0.4941045930247962 Corpora
4 Q0 1374 1748 0.4941045930247962 Corpora
4 Q0 1316 1749 0.4941045930247962 Corpora
4 Q0 186 1750 0.4941045930247962 Corpora
4 Q0 112 1751 0.4941045930247962 Corpora
4 Q0 126 1752 0.4941045930247962 Corpora
4 Q0 835 1753 0.4941045930247962 Corpora
4 Q0 450 1754 0.4941045930247962 Corpora
4 Q0 881 1755 0.4941045930247962 Corpora
4 Q0 1776 1756 0.4941045930247962 Corpora
4 Q0 1762 1757 0.4941045930247962 Corpora
4 Q0 196 1758 0.4941045930247962 Corpora
4 Q0 1759 1759 0.4941045930247962 Corpora
4 Q0 1299 1760 0.4941045930247962 Corpora
4 Q0 485 1761 0.4941045930247962 Corpora
4 Q0 747 1762 0.4941045930247962 Corpora
4 Q0 342 1763 0.4941045930247962 Corpora
4 Q0 343 1764 0.4941045930247962 Corpora
4 Q0 348 1765 0.4941045930247962 Corpora
4 Q0 735 1766 0.4941045930247962 Corpora
4 Q0 325 1767 0.4941045930247962 Corpora
4 Q0 765 1768 0.4941045930247962 Corpora
4 Q0 1596 1769 0.4941045930247962 Corpora
4 Q0 2676 1770 0.4941045930247962 Corpora
4 Q0 368 1771 0.4941045930247962 Corpora
4 Q0 2637 1772 0.4941045930247962 Corpora
4 Q0 647 1773 0.4941045930247962 Corpora
4 Q0 640 1774 0.4941045930247962 Corpora
4 Q0 1555 1775 0.4941045930247962 Corpora
4 Q0 1984 1776 0.4941045930247962 Corpora
4 Q0 1493 1777 0.4941045930247962 Corpora
4 Q0 2564 1778 0.4941045930247962 Corpora
4 Q0 1011 1779 0.4941045930247962 Corpora
4 Q0 246 1780 0.4941045930247962 Corpora
4 Q0 1039 1781 0.4941045930247962 Corpora
4 Q0 1042 1782 0.4941045930247962 Corpora
4 Q0 1023 1783 0.4941045930247962 Corpora
4 Q0 1744 1784 0.4939779020879829 Corpora
4 Q0 1821 1785 0.49374438777480023 Corpora
4 Q0 2270 1786 0.49374438777480023 Corpora
4 Q0 2039 1787 0.49374438777480023 Corpora
4 Q0 2994 1788 0.4917299623466342 Corpora
4 Q0 717 1789 0.49037853378765117 Corpora
4 Q0 2412 1790 0.48990124630975257 Corpora
4 Q0 2027 1791 0.48990124630975257 Corpora
4 Q0 1418 1792 0.48986241111044226 Corpora
4 Q0 539 1793 0.48986241111044226 Corpora
4 Q0 540 1794 0.48986241111044226 Corpora
4 Q0 546 1795 0.48986241111044226 Corpora
4 Q0 1849 1796 0.48986241111044226 Corpora
4 Q0 574 1797 0.48986241111044226 Corpora
4 Q0 550 1798 0.48986241111044226 Corpora
4 Q0 551 1799 0.48986241111044226 Corpora
4 Q0 1406 1800 0.48986241111044226 Corpora
4 Q0 2172 1801 0.48986241111044226 Corpora
4 Q0 996 1802 0.48986241111044226 Corpora
4 Q0 503 1803 0.48986241111044226 Corpora
4 Q0 2443 1804 0.48986241111044226 Corpora
4 Q0 1378 1805 0.48986241111044226 Corpora
4 Q0 1371 1806 0.48986241111044226 Corpora
4 Q0 429 1807 0.48986241111044226 Corpora
4 Q0 443 1808 0.48986241111044226 Corpora
4 Q0 451 1809 0.48986241111044226 Corpora
4 Q0 452 1810 0.48986241111044226 Corpora
4 Q0 879 1811 0.48986241111044226 Corpora
4 Q0 878 1812 0.48986241111044226 Corpora
4 Q0 872 1813 0.48986241111044226 Corpora
4 Q0 1287 1814 0.48986241111044226 Corpora
4 Q0 2789 1815 0.48986241111044226 Corpora
4 Q0 2790 1816 0.48986241111044226 Corpora
4 Q0 1222 1817 0.48986241111044226 Corpora
4 Q0 1217 1818 0.48986241111044226 Corpora
4 Q0 339 1819 0.48986241111044226 Corpora
4 Q0 345 1820 0.48986241111044226 Corpora
4 Q0 346 1821 0.48986241111044226 Corpora
4 Q0 734 1822 0.48986241111044226 Corpora
4 Q0 733 1823 0.48986241111044226 Corpora
4 Q0 304 1824 0.48986241111044226 Corpora
4 Q0 1606 1825 0.48986241111044226 Corpora
4 Q0 764 1826 0.48986241111044226 Corpora
4 Q0 1190 1827 0.48986241111044226 Corpora
4 Q0 1574 1828 0.48986241111044226 Corpora
4 Q0 1575 1829 0.48986241111044226 Corpora
4 Q0 1585 1830 0.48986241111044226 Corpora
4 Q0 1598 1831 0.48986241111044226 Corpora
4 Q0 1599 1832 0.48986241111044226 Corpora
4 Q0 2677 1833 0.48986241111044226 Corpora
4 Q0 390 1834 0.48986241111044226 Corpora
4 Q0 688 1835 0.48986241111044226 Corpora
4 Q0 1512 1836 0.48986241111044226 Corpora
4 Q0 2636 1837 0.48986241111044226 Corpora
4 Q0 2611 1838 0.48986241111044226 Corpora
4 Q0 2613 1839 0.48986241111044226 Corpora
4 Q0 1983 1840 0.48986241111044226 Corpora
4 Q0 1055 1841 0.48986241111044226 Corpora
4 Q0 1395 1842 0.48791799508542477 Corpora
4 Q0 768 1843 0.4861174702244721 Corpora
4 Q0 1689 1844 0.4861174702244721 Corpora
4 Q0 2693 1845 0.4861174702244721 Corpora
4 Q0 2099 1846 0.4861174702244721 Corpora
4 Q0 937 1847 0.48569245242818065 Corpora
4 Q0 1814 1848 0.48569245242818065 Corpora
4 Q0 553 1849 0.48569245242818065 Corpora
4 Q0 2508 1850 0.48569245242818065 Corpora
4 Q0 2191 1851 0.48569245242818065 Corpora
4 Q0 2459 1852 0.48569245242818065 Corpora
4 Q0 2458 1853 0.48569245242818065 Corpora
4 Q0 1715 1854 0.48569245242818065 Corpora
4 Q0 842 1855 0.48569245242818065 Corpora
